"well","strain","f.j","starch","cond.SN","cond.SN.dil","x","cfu.m","cfu.sd","od600.m","od600.sd"
"F05","S",0.0854208714234831,TRUE,"S","0.00625",0.025,57666.9767441861,849.26207907901,0.0656,0.000966091783079297
"F05","S",1,FALSE,"S","0.00625",0.5,57666.9767441861,849.26207907901,0.0656,0.000966091783079297
"F05","S",0,TRUE,"S","0.00625",0,NA,NA,NA,NA
"F06","S",0.333163037230985,TRUE,"S","0",0.5,54414.4186046512,1827.58207657544,0.0619,0.00207899548393503
"F06","S",0.0681397279519765,TRUE,"S","0",0.25,54414.4186046512,1827.58207657544,0.0619,0.00207899548393503
"F06","S",0.213615173382719,TRUE,"S","0",0.125,54414.4186046512,1827.58207657544,0.0619,0.00207899548393503
"F06","S",0.0396577048342807,TRUE,"S","0",0.05,54414.4186046512,1827.58207657544,0.0619,0.00207899548393503
"F06","S",0.00510888307043877,TRUE,"S","0",0.025,54414.4186046512,1827.58207657544,0.0619,0.00207899548393503
"F06","S",1,FALSE,"S","0",0.5,54414.4186046512,1827.58207657544,0.0619,0.00207899548393503
"F06","S",0,TRUE,"S","0",0,NA,NA,NA,NA
"F07","S",0.388458162668227,TRUE,"S","0.1",0.5,106367.441860465,4143.97462462814,0.121,0.00471404520791032
"F07","S",0.00680222352252791,TRUE,"S","0.1",0.25,106367.441860465,4143.97462462814,0.121,0.00471404520791032
"F07","S",0.25753364540667,TRUE,"S","0.1",0.125,106367.441860465,4143.97462462814,0.121,0.00471404520791032
"F07","S",-0.125658279695728,TRUE,"S","0.1",0.05,106367.441860465,4143.97462462814,0.121,0.00471404520791032
"F07","S",-0.13816559391457,TRUE,"S","0.1",0.025,106367.441860465,4143.97462462814,0.121,0.00471404520791032
"F07","S",1,FALSE,"S","0.1",0.5,106367.441860465,4143.97462462814,0.121,0.00471404520791032
"F07","S",0,TRUE,"S","0.1",0,NA,NA,NA,NA
"F08","S",0.474729241877256,TRUE,"S","0.05",0.5,121047.906976744,4124.24377256135,0.1377,0.00469160005873382
"F08","S",0.107460890493381,TRUE,"S","0.05",0.25,121047.906976744,4124.24377256135,0.1377,0.00469160005873382
"F08","S",0.273285198555957,TRUE,"S","0.05",0.125,121047.906976744,4124.24377256135,0.1377,0.00469160005873382
"F08","S",0.13014440433213,TRUE,"S","0.05",0.05,121047.906976744,4124.24377256135,0.1377,0.00469160005873382
"F08","S",0.0787003610108302,TRUE,"S","0.05",0.025,121047.906976744,4124.24377256135,0.1377,0.00469160005873382
"F08","S",1,FALSE,"S","0.05",0.5,121047.906976744,4124.24377256135,0.1377,0.00469160005873382
"F08","S",0,TRUE,"S","0.05",0,NA,NA,NA,NA
"F09","S",0.477513227513227,TRUE,"S","0.025",0.5,103993.953488372,3866.35275327584,0.1183,0.0043982319680122
"F09","S",0.0582010582010583,TRUE,"S","0.025",0.25,103993.953488372,3866.35275327584,0.1183,0.0043982319680122
"F09","S",0.144116906021668,TRUE,"S","0.025",0.125,103993.953488372,3866.35275327584,0.1183,0.0043982319680122
"F09","S",0.0478710002519527,TRUE,"S","0.025",0.05,103993.953488372,3866.35275327584,0.1183,0.0043982319680122
"F09","S",0.0256361803980852,TRUE,"S","0.025",0.025,103993.953488372,3866.35275327584,0.1183,0.0043982319680122
"F09","S",1,FALSE,"S","0.025",0.5,103993.953488372,3866.35275327584,0.1183,0.0043982319680122
"F09","S",0,TRUE,"S","0.025",0,NA,NA,NA,NA
"F10","S",0.48565965583174,TRUE,"S","0.0125",0.5,72435.3488372093,2691.98919778575,0.0824,0.0030623157540949
"F10","S",0.23485386506419,TRUE,"S","0.0125",0.25,72435.3488372093,2691.98919778575,0.0824,0.0030623157540949
"F10","S",0.208413001912046,TRUE,"S","0.0125",0.125,72435.3488372093,2691.98919778575,0.0824,0.0030623157540949
"F10","S",0.18109806063917,TRUE,"S","0.0125",0.05,72435.3488372093,2691.98919778575,0.0824,0.0030623157540949
"F10","S",0.14919420923245,TRUE,"S","0.0125",0.025,72435.3488372093,2691.98919778575,0.0824,0.0030623157540949
"F10","S",1,FALSE,"S","0.0125",0.5,72435.3488372093,2691.98919778575,0.0824,0.0030623157540949
"F10","S",0,TRUE,"S","0.0125",0,NA,NA,NA,NA
"F11","S",0.467414469994392,TRUE,"S","0.00625",0.5,74017.6744186047,3511.39195264577,0.0842,0.00399444058105207
"F11","S",0.267134043746495,TRUE,"S","0.00625",0.25,74017.6744186047,3511.39195264577,0.0842,0.00399444058105207
"F11","S",0.265619742007852,TRUE,"S","0.00625",0.125,74017.6744186047,3511.39195264577,0.0842,0.00399444058105207
"F11","S",0.132922041503085,TRUE,"S","0.00625",0.05,74017.6744186047,3511.39195264577,0.0842,0.00399444058105207
"F11","S",0.107403252944476,TRUE,"S","0.00625",0.025,74017.6744186047,3511.39195264577,0.0842,0.00399444058105207
"F11","S",1,FALSE,"S","0.00625",0.5,74017.6744186047,3511.39195264577,0.0842,0.00399444058105207
"F11","S",0,TRUE,"S","0.00625",0,NA,NA,NA,NA
"F12","S",0.535392168055714,TRUE,"S","0",0.5,62413.9534883721,3491.7750843359,0.071,0.00397212509593766
"F12","S",0.362826806713095,TRUE,"S","0",0.25,62413.9534883721,3491.7750843359,0.071,0.00397212509593766
"F12","S",0.18187007649275,TRUE,"S","0",0.125,62413.9534883721,3491.7750843359,0.071,0.00397212509593766
"F12","S",0.102922708071698,TRUE,"S","0",0.05,62413.9534883721,3491.7750843359,0.071,0.00397212509593766
"F12","S",0.0750656467633291,TRUE,"S","0",0.025,62413.9534883721,3491.7750843359,0.071,0.00397212509593766
"F12","S",1,FALSE,"S","0",0.5,62413.9534883721,3491.7750843359,0.071,0.00397212509593766
"F12","S",0,TRUE,"S","0",0,NA,NA,NA,NA
"G01","S",0.825809446443078,TRUE,"T","0.1",0.5,126410.23255814,9329.00638839421,0.1438,0.0106123617645754
"G01","S",0.555587791574794,TRUE,"T","0.1",0.25,126410.23255814,9329.00638839421,0.1438,0.0106123617645754
"G01","S",0.326563769293257,TRUE,"T","0.1",0.125,126410.23255814,9329.00638839421,0.1438,0.0106123617645754
"G01","S",0.172217709179529,TRUE,"T","0.1",0.05,126410.23255814,9329.00638839421,0.1438,0.0106123617645754
"G01","S",0.178890565161889,TRUE,"T","0.1",0.025,126410.23255814,9329.00638839421,0.1438,0.0106123617645754
"G01","S",1,FALSE,"T","0.1",0.5,126410.23255814,9329.00638839421,0.1438,0.0106123617645754
"G01","S",0,TRUE,"T","0.1",0,NA,NA,NA,NA
"G02","S",0.332098906107566,TRUE,"T","0.05",0.5,42371.1627906977,2262.16989978416,0.0482,0.00257336787541584
"G02","S",0.198495897903373,TRUE,"T","0.05",0.25,42371.1627906977,2262.16989978416,0.0482,0.00257336787541584
"G02","S",0.183056061987238,TRUE,"T","0.05",0.125,42371.1627906977,2262.16989978416,0.0482,0.00257336787541584
"G02","S",0.158329535095715,TRUE,"T","0.05",0.05,42371.1627906977,2262.16989978416,0.0482,0.00257336787541584
"G02","S",0.122664083865087,TRUE,"T","0.05",0.025,42371.1627906977,2262.16989978416,0.0482,0.00257336787541584
"G02","S",1,FALSE,"T","0.05",0.5,42371.1627906977,2262.16989978416,0.0482,0.00257336787541584
"G02","S",0,TRUE,"T","0.05",0,NA,NA,NA,NA
"G03","S",0.530276768241543,TRUE,"T","0.025",0.5,107158.604651163,4751.13512951686,0.1219,0.00540473043833928
"G03","S",0.297176404808499,TRUE,"T","0.025",0.25,107158.604651163,4751.13512951686,0.1219,0.00540473043833928
"G03","S",0.253061224489796,TRUE,"T","0.025",0.125,107158.604651163,4751.13512951686,0.1219,0.00540473043833928
"G03","S",0.154319261951356,TRUE,"T","0.025",0.05,107158.604651163,4751.13512951686,0.1219,0.00540473043833928
"G03","S",0.222812412636287,TRUE,"T","0.025",0.025,107158.604651163,4751.13512951686,0.1219,0.00540473043833928
"G03","S",1,FALSE,"T","0.025",0.5,107158.604651163,4751.13512951686,0.1219,0.00540473043833928
"G03","S",0,TRUE,"T","0.025",0,NA,NA,NA,NA
"G04","S",0.467062789236131,TRUE,"T","0.0125",0.5,77797.6744186047,2082.3214777297,0.0885,0.00236877840059198
"G04","S",0.229732045934983,TRUE,"T","0.0125",0.25,77797.6744186047,2082.3214777297,0.0885,0.00236877840059198
"G04","S",0.21190653030909,TRUE,"T","0.0125",0.125,77797.6744186047,2082.3214777297,0.0885,0.00236877840059198
"G04","S",0.133005770439353,TRUE,"T","0.0125",0.05,77797.6744186047,2082.3214777297,0.0885,0.00236877840059198
"G04","S",0.201565445923556,TRUE,"T","0.0125",0.025,77797.6744186047,2082.3214777297,0.0885,0.00236877840059198
"G04","S",1,FALSE,"T","0.0125",0.5,77797.6744186047,2082.3214777297,0.0885,0.00236877840059198
"G04","S",0,TRUE,"T","0.0125",0,NA,NA,NA,NA
"G05","S",0.437038299806796,TRUE,"T","0.00625",0.5,63732.5581395349,1035.99365615703,0.0725,0.00117851130197757
"G05","S",0.229344243664053,TRUE,"T","0.00625",0.25,63732.5581395349,1035.99365615703,0.0725,0.00117851130197757
"G05","S",0.21133083304921,TRUE,"T","0.00625",0.125,63732.5581395349,1035.99365615703,0.0725,0.00117851130197757
"G05","S",0.127344016365496,TRUE,"T","0.00625",0.05,63732.5581395349,1035.99365615703,0.0725,0.00117851130197757
"G05","S",0.176156381406978,TRUE,"T","0.00625",0.025,63732.5581395349,1035.99365615703,0.0725,0.00117851130197757
"G05","S",1,FALSE,"T","0.00625",0.5,63732.5581395349,1035.99365615703,0.0725,0.00117851130197757
"G05","S",0,TRUE,"T","0.00625",0,NA,NA,NA,NA
"G06","S",0.422260029636134,TRUE,"T","0",0.5,41140.4651162791,370.648358308108,0.0468,0.000421637021355784
"G06","S",0.251687613193568,TRUE,"T","0",0.25,41140.4651162791,370.648358308108,0.0468,0.000421637021355784
"G06","S",0.215136381098732,TRUE,"T","0",0.125,41140.4651162791,370.648358308108,0.0468,0.000421637021355784
"G06","S",0.139728884254432,TRUE,"T","0",0.05,41140.4651162791,370.648358308108,0.0468,0.000421637021355784
"G06","S",0.118599418253663,TRUE,"T","0",0.025,41140.4651162791,370.648358308108,0.0468,0.000421637021355784
"G06","S",1,FALSE,"T","0",0.5,41140.4651162791,370.648358308108,0.0468,0.000421637021355784
"G06","S",0,TRUE,"T","0",0,NA,NA,NA,NA
"G07","S",0.722046477673683,TRUE,"T","0.1",0.5,144519.069767442,14206.0382198462,0.1644,0.0161603080278674
"G07","S",0.555846210001217,TRUE,"T","0.1",0.25,144519.069767442,14206.0382198462,0.1644,0.0161603080278674
"G07","S",-0.0768949993916535,TRUE,"T","0.1",0.125,144519.069767442,14206.0382198462,0.1644,0.0161603080278674
"G07","S",0.167173622095146,TRUE,"T","0.1",0.05,144519.069767442,14206.0382198462,0.1644,0.0161603080278674
"G07","S",0.181104757269741,TRUE,"T","0.1",0.025,144519.069767442,14206.0382198462,0.1644,0.0161603080278674
"G07","S",1,FALSE,"T","0.1",0.5,144519.069767442,14206.0382198462,0.1644,0.0161603080278674
"G07","S",0,TRUE,"T","0.1",0,NA,NA,NA,NA
"G08","S",0.585230175398763,TRUE,"T","0.05",0.5,104433.488372093,4952.00632922601,0.1188,0.0056332347131407
"G08","S",0.304932735426009,TRUE,"T","0.05",0.25,104433.488372093,4952.00632922601,0.1188,0.0056332347131407
"G08","S",0.228075154680139,TRUE,"T","0.05",0.125,104433.488372093,4952.00632922601,0.1188,0.0056332347131407
"G08","S",0.151841970823636,TRUE,"T","0.05",0.05,104433.488372093,4952.00632922601,0.1188,0.0056332347131407
"G08","S",0.176988136459102,TRUE,"T","0.05",0.025,104433.488372093,4952.00632922601,0.1188,0.0056332347131407
"G08","S",1,FALSE,"T","0.05",0.5,104433.488372093,4952.00632922601,0.1188,0.0056332347131407
"G08","S",0,TRUE,"T","0.05",0,NA,NA,NA,NA
"G09","S",0.514609455884045,TRUE,"T","0.025",0.5,128520,2865.04228234255,0.1462,0.00325917508308809
"G09","S",0.260381916484528,TRUE,"T","0.025",0.25,128520,2865.04228234255,0.1462,0.00325917508308809
"G09","S",0.227194294259749,TRUE,"T","0.025",0.125,128520,2865.04228234255,0.1462,0.00325917508308809
"G09","S",0.125100655699988,TRUE,"T","0.025",0.05,128520,2865.04228234255,0.1462,0.00325917508308809
"G09","S",0.228689750373864,TRUE,"T","0.025",0.025,128520,2865.04228234255,0.1462,0.00325917508308809
"G09","S",1,FALSE,"T","0.025",0.5,128520,2865.04228234255,0.1462,0.00325917508308809
"G09","S",0,TRUE,"T","0.025",0,NA,NA,NA,NA
"G10","S",0.493359675117989,TRUE,"T","0.0125",0.5,98983.2558139535,1667.91761238649,0.1126,0.00189736659610103
"G10","S",0.254088464493469,TRUE,"T","0.0125",0.25,98983.2558139535,1667.91761238649,0.1126,0.00189736659610103
"G10","S",0.25200307320821,TRUE,"T","0.0125",0.125,98983.2558139535,1667.91761238649,0.1126,0.00189736659610103
"G10","S",0.166776424102733,TRUE,"T","0.0125",0.05,98983.2558139535,1667.91761238649,0.1126,0.00189736659610103
"G10","S",0.185160794643837,TRUE,"T","0.0125",0.025,98983.2558139535,1667.91761238649,0.1126,0.00189736659610103
"G10","S",1,FALSE,"T","0.0125",0.5,98983.2558139535,1667.91761238649,0.1126,0.00189736659610103
"G10","S",0,TRUE,"T","0.0125",0,NA,NA,NA,NA
"G11","S",0.492552703941338,TRUE,"T","0.00625",0.5,92566.0465116279,1855.5568977418,0.1053,0.00211081869319834
"G11","S",0.251890467461045,TRUE,"T","0.00625",0.25,92566.0465116279,1855.5568977418,0.1053,0.00211081869319834
"G11","S",0.208810724106325,TRUE,"T","0.00625",0.125,92566.0465116279,1855.5568977418,0.1053,0.00211081869319834
"G11","S",0.0962419798350138,TRUE,"T","0.00625",0.05,92566.0465116279,1855.5568977418,0.1053,0.00211081869319834
"G11","S",0.128036205316224,TRUE,"T","0.00625",0.025,92566.0465116279,1855.5568977418,0.1053,0.00211081869319834
"G11","S",1,FALSE,"T","0.00625",0.5,92566.0465116279,1855.5568977418,0.1053,0.00211081869319834
"G11","S",0,TRUE,"T","0.00625",0,NA,NA,NA,NA
"G12","S",0.503929921401572,TRUE,"T","0",0.5,52304.6511627907,1910.27791408263,0.0595,0.00217306746840088
"G12","S",0.249895002099958,TRUE,"T","0",0.25,52304.6511627907,1910.27791408263,0.0595,0.00217306746840088
"G12","S",0.113517729645407,TRUE,"T","0",0.125,52304.6511627907,1910.27791408263,0.0595,0.00217306746840088
"G12","S",0.0992980140397192,TRUE,"T","0",0.05,52304.6511627907,1910.27791408263,0.0595,0.00217306746840088
"G12","S",0.0610787784244315,TRUE,"T","0",0.025,52304.6511627907,1910.27791408263,0.0595,0.00217306746840088
"G12","S",1,FALSE,"T","0",0.5,52304.6511627907,1910.27791408263,0.0595,0.00217306746840088
"G12","S",0,TRUE,"T","0",0,NA,NA,NA,NA
"A01","T",1,FALSE,"C","0.1",0.5,408591.885441528,9178.80992958216,0.107,0.00240370085030933
"A01","T",0.996367294472699,TRUE,"C","0.1",0.5,408591.885441528,9178.80992958216,0.107,0.00240370085030933
"A01","T",0.961437433633264,TRUE,"C","0.1",0.25,408591.885441528,9178.80992958216,0.107,0.00240370085030933
"A01","T",0.626110769574694,TRUE,"C","0.1",0.125,408591.885441528,9178.80992958216,0.107,0.00240370085030933
"A01","T",0.103168836975353,TRUE,"C","0.1",0.05,408591.885441528,9178.80992958216,0.107,0.00240370085030933
"A01","T",0.186721064103281,TRUE,"C","0.1",0.025,408591.885441528,9178.80992958216,0.107,0.00240370085030933
"A01","T",0,TRUE,"C","0.1",0,NA,NA,NA,NA
"A02","T",1,FALSE,"C","0.05",0.5,299761.336515513,4124.57641903444,0.0785,0.00108012344973464
"A02","T",0.996983044711277,TRUE,"C","0.05",0.5,299761.336515513,4124.57641903444,0.0785,0.00108012344973464
"A02","T",0.972183672237977,TRUE,"C","0.05",0.25,299761.336515513,4124.57641903444,0.0785,0.00108012344973464
"A02","T",0.696494297954504,TRUE,"C","0.05",0.125,299761.336515513,4124.57641903444,0.0785,0.00108012344973464
"A02","T",0.0867072949978881,TRUE,"C","0.05",0.05,299761.336515513,4124.57641903444,0.0785,0.00108012344973464
"A02","T",0.00120678211548908,TRUE,"C","0.05",0.025,299761.336515513,4124.57641903444,0.0785,0.00108012344973464
"A02","T",0,TRUE,"C","0.05",0,NA,NA,NA,NA
"A03","T",1,FALSE,"C","0.025",0.5,325727.923627685,3622.65698539576,0.0853,0.000948683298050515
"A03","T",0.996063238142848,TRUE,"C","0.025",0.5,325727.923627685,3622.65698539576,0.0853,0.000948683298050515
"A03","T",0.96763106917453,TRUE,"C","0.025",0.25,325727.923627685,3622.65698539576,0.0853,0.000948683298050515
"A03","T",0.680809848153471,TRUE,"C","0.025",0.125,325727.923627685,3622.65698539576,0.0853,0.000948683298050515
"A03","T",0.0191839030181842,TRUE,"C","0.025",0.05,325727.923627685,3622.65698539576,0.0853,0.000948683298050515
"A03","T",-0.0662375804536648,TRUE,"C","0.025",0.025,325727.923627685,3622.65698539576,0.0853,0.000948683298050515
"A03","T",0,TRUE,"C","0.025",0,NA,NA,NA,NA
"A04","T",1,FALSE,"C","0.0125",0.5,320763.723150358,18707.3202312797,0.084,0.00489897948556636
"A04","T",0.996766988008465,TRUE,"C","0.0125",0.5,320763.723150358,18707.3202312797,0.084,0.00489897948556636
"A04","T",0.958793792616976,TRUE,"C","0.0125",0.25,320763.723150358,18707.3202312797,0.084,0.00489897948556636
"A04","T",0.687749823653891,TRUE,"C","0.0125",0.125,320763.723150358,18707.3202312797,0.084,0.00489897948556636
"A04","T",0.00111685868798495,TRUE,"C","0.0125",0.05,320763.723150358,18707.3202312797,0.084,0.00489897948556636
"A04","T",0.052022102045615,TRUE,"C","0.0125",0.025,320763.723150358,18707.3202312797,0.084,0.00489897948556636
"A04","T",0,TRUE,"C","0.0125",0,NA,NA,NA,NA
"A05","T",1,FALSE,"C","0.00625",0.5,346730.31026253,20190.1722159029,0.0908,0.00528730134903956
"A05","T",0.995284045563375,TRUE,"C","0.00625",0.5,346730.31026253,20190.1722159029,0.0908,0.00528730134903956
"A05","T",0.944714503373721,TRUE,"C","0.00625",0.25,346730.31026253,20190.1722159029,0.0908,0.00528730134903956
"A05","T",0.44794311833418,TRUE,"C","0.00625",0.125,346730.31026253,20190.1722159029,0.0908,0.00528730134903956
"A05","T",-0.286439817166074,TRUE,"C","0.00625",0.05,346730.31026253,20190.1722159029,0.0908,0.00528730134903956
"A05","T",-0.189799027787855,TRUE,"C","0.00625",0.025,346730.31026253,20190.1722159029,0.0908,0.00528730134903956
"A05","T",0,TRUE,"C","0.00625",0,NA,NA,NA,NA
"A06","T",1,FALSE,"C","0",0.5,371169.451073986,25508.3024086562,0.0972,0.00667998669326685
"A06","T",0.997379610402452,TRUE,"C","0",0.5,371169.451073986,25508.3024086562,0.0972,0.00667998669326685
"A06","T",0.980520122614457,TRUE,"C","0",0.25,371169.451073986,25508.3024086562,0.0972,0.00667998669326685
"A06","T",0.49960446949471,TRUE,"C","0",0.125,371169.451073986,25508.3024086562,0.0972,0.00667998669326685
"A06","T",0.159349352318798,TRUE,"C","0",0.05,371169.451073986,25508.3024086562,0.0972,0.00667998669326685
"A06","T",0.180757440917631,TRUE,"C","0",0.025,371169.451073986,25508.3024086562,0.0972,0.00667998669326685
"A06","T",0,TRUE,"C","0",0,NA,NA,NA,NA
"A07","T",1,FALSE,"C","0.1",0.5,441431.980906921,63137.5265499911,0.1156,0.0165341397652789
"A07","T",0.993572187133196,TRUE,"C","0.1",0.5,441431.980906921,63137.5265499911,0.1156,0.0165341397652789
"A07","T",0.911575652562741,TRUE,"C","0.1",0.25,441431.980906921,63137.5265499911,0.1156,0.0165341397652789
"A07","T",0.32256441786373,TRUE,"C","0.1",0.125,441431.980906921,63137.5265499911,0.1156,0.0165341397652789
"A07","T",0.0963612989771393,TRUE,"C","0.1",0.05,441431.980906921,63137.5265499911,0.1156,0.0165341397652789
"A07","T",0.0527080655077971,TRUE,"C","0.1",0.025,441431.980906921,63137.5265499911,0.1156,0.0165341397652789
"A07","T",0,TRUE,"C","0.1",0,NA,NA,NA,NA
"A08","T",1,FALSE,"C","0.05",0.5,361241.050119332,43322.5467849066,0.0946,0.0113450919392974
"A08","T",0.996924780121779,TRUE,"C","0.05",0.5,361241.050119332,43322.5467849066,0.0946,0.0113450919392974
"A08","T",0.957254443692724,TRUE,"C","0.05",0.25,361241.050119332,43322.5467849066,0.0946,0.0113450919392974
"A08","T",0.397810443446706,TRUE,"C","0.05",0.125,361241.050119332,43322.5467849066,0.0946,0.0113450919392974
"A08","T",0.0193738852327942,TRUE,"C","0.05",0.05,361241.050119332,43322.5467849066,0.0946,0.0113450919392974
"A08","T",-0.0272464481210408,TRUE,"C","0.05",0.025,361241.050119332,43322.5467849066,0.0946,0.0113450919392974
"A08","T",0,TRUE,"C","0.05",0,NA,NA,NA,NA
"A09","T",1,FALSE,"C","0.025",0.5,371551.312649165,45895.8147697224,0.0973,0.0120189664928211
"A09","T",0.99749624436655,TRUE,"C","0.025",0.5,371551.312649165,45895.8147697224,0.0973,0.0120189664928211
"A09","T",0.967013019529294,TRUE,"C","0.025",0.25,371551.312649165,45895.8147697224,0.0973,0.0120189664928211
"A09","T",0.442789183775663,TRUE,"C","0.025",0.125,371551.312649165,45895.8147697224,0.0973,0.0120189664928211
"A09","T",0.119804707060591,TRUE,"C","0.025",0.05,371551.312649165,45895.8147697224,0.0973,0.0120189664928211
"A09","T",-0.0470706059088633,TRUE,"C","0.025",0.025,371551.312649165,45895.8147697224,0.0973,0.0120189664928211
"A09","T",0,TRUE,"C","0.025",0,NA,NA,NA,NA
"A10","T",1,FALSE,"C","0.0125",0.5,313890.214797136,36662.2468020131,0.0822,0.00960092588127717
"A10","T",0.997143836398949,TRUE,"C","0.0125",0.5,313890.214797136,36662.2468020131,0.0822,0.00960092588127717
"A10","T",0.966868502227808,TRUE,"C","0.0125",0.25,313890.214797136,36662.2468020131,0.0822,0.00960092588127717
"A10","T",0.616931337827031,TRUE,"C","0.0125",0.125,313890.214797136,36662.2468020131,0.0822,0.00960092588127717
"A10","T",0.148177767622529,TRUE,"C","0.0125",0.05,313890.214797136,36662.2468020131,0.0822,0.00960092588127717
"A10","T",0.0667199817205528,TRUE,"C","0.0125",0.025,313890.214797136,36662.2468020131,0.0822,0.00960092588127717
"A10","T",0,TRUE,"C","0.0125",0,NA,NA,NA,NA
"A11","T",1,FALSE,"C","0.00625",0.5,485727.923627685,12048.6589059149,0.1272,0.00315524255098646
"A11","T",0.996321865097329,TRUE,"C","0.00625",0.5,485727.923627685,12048.6589059149,0.1272,0.00315524255098646
"A11","T",0.976516523313717,TRUE,"C","0.00625",0.25,485727.923627685,12048.6589059149,0.1272,0.00315524255098646
"A11","T",0.607514712539611,TRUE,"C","0.00625",0.125,485727.923627685,12048.6589059149,0.1272,0.00315524255098646
"A11","T",0.106552738795835,TRUE,"C","0.00625",0.05,485727.923627685,12048.6589059149,0.1272,0.00315524255098646
"A11","T",0.14429606156632,TRUE,"C","0.00625",0.025,485727.923627685,12048.6589059149,0.1272,0.00315524255098646
"A11","T",0,TRUE,"C","0.00625",0,NA,NA,NA,NA
"A12","T",1,FALSE,"C","0",0.5,357422.434367542,17284.8320221662,0.0936,0.00452646538580479
"A12","T",0.996666468242157,TRUE,"C","0",0.5,357422.434367542,17284.8320221662,0.0936,0.00452646538580479
"A12","T",0.973986546818263,TRUE,"C","0",0.25,357422.434367542,17284.8320221662,0.0936,0.00452646538580479
"A12","T",0.705161021489374,TRUE,"C","0",0.125,357422.434367542,17284.8320221662,0.0936,0.00452646538580479
"A12","T",-0.030537531995952,TRUE,"C","0",0.05,357422.434367542,17284.8320221662,0.0936,0.00452646538580479
"A12","T",-0.00892910292279292,TRUE,"C","0",0.025,357422.434367542,17284.8320221662,0.0936,0.00452646538580479
"A12","T",0,TRUE,"C","0",0,NA,NA,NA,NA
"B01","T",1,FALSE,"E","0.1",0.5,402482.100238664,21238.2789393049,0.1054,0.00556177429723046
"B01","T",0.994837220602527,TRUE,"E","0.1",0.5,402482.100238664,21238.2789393049,0.1054,0.00556177429723046
"B01","T",0.927113702623907,TRUE,"E","0.1",0.25,402482.100238664,21238.2789393049,0.1054,0.00556177429723046
"B01","T",0.648748785228377,TRUE,"E","0.1",0.125,402482.100238664,21238.2789393049,0.1054,0.00556177429723046
"B01","T",-0.0340743440233235,TRUE,"E","0.1",0.05,402482.100238664,21238.2789393049,0.1054,0.00556177429723046
"B01","T",0.00504130223517973,TRUE,"E","0.1",0.025,402482.100238664,21238.2789393049,0.1054,0.00556177429723046
"B01","T",0,TRUE,"E","0.1",0,NA,NA,NA,NA
"B02","T",1,FALSE,"E","0.05",0.5,329546.539379475,5706.66966337882,0.0863,0.00149443411809733
"B02","T",0.997165336110147,TRUE,"E","0.05",0.5,329546.539379475,5706.66966337882,0.0863,0.00149443411809733
"B02","T",0.974950827259054,TRUE,"E","0.05",0.25,329546.539379475,5706.66966337882,0.0863,0.00149443411809733
"B02","T",0.815631146592618,TRUE,"E","0.05",0.125,329546.539379475,5706.66966337882,0.0863,0.00149443411809733
"B02","T",0.120270739326623,TRUE,"E","0.05",0.05,329546.539379475,5706.66966337882,0.0863,0.00149443411809733
"B02","T",0.0399166955918082,TRUE,"E","0.05",0.025,329546.539379475,5706.66966337882,0.0863,0.00149443411809733
"B02","T",0,TRUE,"E","0.05",0,NA,NA,NA,NA
"B03","T",1,FALSE,"E","0.025",0.5,374606.205250597,12911.9665518951,0.0981,0.00338132124077753
"B03","T",0.996528907690639,TRUE,"E","0.025",0.5,374606.205250597,12911.9665518951,0.0981,0.00338132124077753
"B03","T",0.971309252630437,TRUE,"E","0.025",0.25,374606.205250597,12911.9665518951,0.0981,0.00338132124077753
"B03","T",0.871732292005641,TRUE,"E","0.025",0.125,374606.205250597,12911.9665518951,0.0981,0.00338132124077753
"B03","T",0.0681201865712118,TRUE,"E","0.025",0.05,374606.205250597,12911.9665518951,0.0981,0.00338132124077753
"B03","T",0.129840546697039,TRUE,"E","0.025",0.025,374606.205250597,12911.9665518951,0.0981,0.00338132124077753
"B03","T",0,TRUE,"E","0.025",0,NA,NA,NA,NA
"B04","T",1,FALSE,"E","0.0125",0.5,438758.949880668,24972.3067225458,0.1149,0.00653962282296668
"B04","T",0.996063250442884,TRUE,"E","0.0125",0.5,438758.949880668,24972.3067225458,0.1149,0.00653962282296668
"B04","T",0.965881503838331,TRUE,"E","0.0125",0.25,438758.949880668,24972.3067225458,0.1149,0.00653962282296668
"B04","T",0.735647267239682,TRUE,"E","0.0125",0.125,438758.949880668,24972.3067225458,0.1149,0.00653962282296668
"B04","T",-0.109179187717341,TRUE,"E","0.0125",0.05,438758.949880668,24972.3067225458,0.1149,0.00653962282296668
"B04","T",0.0766353913785185,TRUE,"E","0.0125",0.025,438758.949880668,24972.3067225458,0.1149,0.00653962282296668
"B04","T",0,TRUE,"E","0.0125",0,NA,NA,NA,NA
"B05","T",1,FALSE,"E","0.00625",0.5,357804.295942721,15173.3593713902,0.0937,0.00397352348538282
"B05","T",0.996702209519622,TRUE,"E","0.00625",0.5,357804.295942721,15173.3593713902,0.0937,0.00397352348538282
"B05","T",0.96427393646257,TRUE,"E","0.00625",0.25,357804.295942721,15173.3593713902,0.0937,0.00397352348538282
"B05","T",0.730185775530395,TRUE,"E","0.00625",0.125,357804.295942721,15173.3593713902,0.0937,0.00397352348538282
"B05","T",-0.00599098603935366,TRUE,"E","0.00625",0.05,357804.295942721,15173.3593713902,0.0937,0.00397352348538282
"B05","T",0.161316917665164,TRUE,"E","0.00625",0.025,357804.295942721,15173.3593713902,0.0937,0.00397352348538282
